,token,label
4645,лічби,I-inscription_type
4646,Графіті,B-inscription
4647,№,O
4648,4276,O
4649,Розташування,B-other
4650,Висота,O
4651,від,O
4652,сучасної,O
4653,підлоги,O
4654,73,O
4655,см,O
4656,відстань,O
4657,від,O
4658,правого,O
4659,ребра,O
4660,Опис,B-inscription
4661,Рахункова,O
4662,частина,I-other
4663,однорядкового,O
4664,запису,O
4665,обчислення,I-inscription_type
4666,кількості,I-inscription_type
4667,проведе-,O
4668,них,O
4669,поминальних,O
4670,служб,O
4671,Точну,O
4672,кількість,O
4673,вертикальних,O
4674,засічок,O
4675,з,I-object_type
4676,яких,O
4677,він,O
4678,склада-,O
4679,ється,O
4680,встановити,O
4681,не,O
4682,вдається,O
4683,Датування,B-dating_criteria
4684,Друга,O
4685,чверть,O
4686,кінець,O
4687,XI,O
4688,ст.,O
4689,за,O
4690,особливостями,O
4691,розташування,O
4692,Категорія,O
4693,Запис,O
4694,лічби,I-inscription_type
4695,Графіті,B-inscription
4696,№,O
4697,4277,O
4698,Розташування,B-other
4699,Висота,O
4700,від,O
4701,сучасної,O
4702,підлоги,O
4703,84,O
4704,см,O
4705,відстань,O
4706,від,O
4707,правого,O
4708,ребра,O
4709,Опис,B-inscription
4710,Рахункова,O
4711,частина,I-other
4712,однорядкового,O
4713,запису,O
4714,обчислення,I-inscription_type
4715,кількості,I-inscription_type
4716,проведе-,O
4717,них,O
4718,поминальних,O
4719,служб,O
4720,Точну,O
4721,кількість,O
4722,вертикальних,O
4723,засічок,O
4724,з,I-object_type
4725,яких,O
4726,він,O
4727,склада-,O
4728,ється,O
4729,встановити,O
4730,не,O
4731,вдається,O
4732,Закінчення,O
4733,рядка,O
4734,дугою,O
4735,вигинається,O
4736,вгору,O
4737,Датування,B-dating_criteria
4738,Друга,O
4739,чверть,O
4740,кінець,O
4741,XI,O
4742,ст.,O
4743,за,O
4744,особливостями,O
4745,розташування,O
4746,Категорія,O
4747,Запис,O
4748,лічби,I-inscription_type
4749,Графіті,B-inscription
4750,№,O
4751,4278,O
4752,Розташування,B-other
4753,Висота,O
4754,від,O
4755,сучасної,O
4756,підлоги,O
4757,99,O
4758,см,O
4759,відстань,O
4760,від,O
4761,правого,O
4762,ребра,O
4763,Опис,B-inscription
4764,Рахункова,O
4765,частина,I-other
4766,однорядкового,O
4767,запису,O
4768,обчислення,I-inscription_type
4769,кількості,I-inscription_type
4770,проведе-,O
4771,них,O
4772,поминальних,O
4773,служб,O
4774,Точну,O
4775,кількість,O
4776,вертикальних,O
4777,засічок,O
4778,з,I-object_type
4779,яких,O
4780,він,O
4781,склада-,O
4782,ється,O
4783,встановити,O
4784,не,O
4785,вдається,O
4786,Чотири,O
4787,засічки,O
4788,заходять,O
4789,на,I-inscription_type
4790,сусідню,O
4791,південну,O
4792,сторону,O
4793,виступу,I-object_type
4794,Датування,B-dating_criteria
4795,Друга,O
4796,чверть,O
4797,кінець,O
4798,XI,O
4799,ст.,O
4800,за,O
4801,особливостями,O
4802,розташування,O
4803,Категорія,O
4804,Запис,O
4805,лічби,I-inscription_type
4806,Графіті,B-inscription
4807,№,O
4808,4279,O
4809,Розташування,B-other
4810,Висота,O
4811,від,O
4812,сучасної,O
4813,підлоги,O
4814,106,O
4815,см,O
4816,відстань,O
4817,від,O
4818,правого,O
4819,ребра,O
4820,Опис,B-inscription
4821,Рахункова,O
4822,частина,I-other
4823,однорядкового,O
4824,запису,O
4825,обчислення,I-inscription_type
4826,кількості,I-inscription_type
4827,проведе-,O
4828,них,O
4829,поминальних,O
4830,служб,O
4831,Точну,O
4832,кількість,O
4833,вертикальних,O
4834,засічок,O
4835,з,I-object_type
4836,яких,O
4837,він,O
4838,склада-,O
4839,ється,O
4840,встановити,O
4841,не,O
4842,вдається,O
4843,Датування,B-dating_criteria
4844,Друга,O
4845,чверть,O
4846,кінець,O
4847,XI,O
4848,ст.,O
4849,за,O
4850,особливостями,O
4851,розташування,O
4852,Категорія,O
4853,Запис,O
4854,лічби,I-inscription_type
4855,ІV.2,O
4856,Графіті,B-inscription
4857,на,I-inscription_type
4858,фресці,I-inscription_type
4859,з,I-object_type
4860,зображенням,I-object_type
4861,орнаменту,O
4862,Фреска,B-object_type
4863,розташована,O
4864,у,I-object_type
4865,північно,O
4866,східному,O
4867,куті,O
4868,хрещальні,I-object_type
4869,на,I-inscription_type
4870,південній,O
4871,грані,O
4872,за-,O
4873,хідної,O
4874,лопатки,O
4875,виступу,I-object_type
4876,стіни,I-object_type
4877,Поверхня,O
4878,фрески,I-object_type
4879,вкрита,O
4880,численними,O
4881,вибоями,O
4882,та,O
4883,по-,O
4884,дряпинами,O
4885,біля,O
4886,ребра,O
4887,наявний,O
4888,вивал,O
4889,давнього,O
4890,тиньку,O
4891,на,I-inscription_type
4892,ній,O
4893,також,O
4894,наявні,O
4895,кілька,O
4896,сучасних,O
4897,написів,O
4898,На,O
4899,досліджуваній,O
4900,ділянці,O
4901,стіни,I-object_type
4902,виявлено,O
4903,двадцять,O
4904,графіті,B-inscription_type
4905,які,O
4906,от-,O
4907,римали,O
4908,номери,O
4909,від,O
4910,484-го,O
4911,по,O
4912,493-й,O
4913,та,O
4914,від,O
4915,601-го,O
4916,по,O
4917,608-й,O
4918,окрім,O
4919,того,O
4920,два,O
4921,отримали,O
4922,номери,O
4923,608а,O
4924,та,O
4925,608б,O
4926,оскільки,O
4927,повторне,O
4928,вивчення,O
4929,фрески,I-object_type
4930,дозволило,O
4931,встановити,O
4932,що,O
4933,вони,O
4934,відносяться,O
4935,до,O
4936,інших,O
4937,текстів,O
4938,табл,O
4939,XVIII,O
4940,2,O
4941,Графіті,B-inscription
4942,№,O
4943,484,O
4944,табл,O
4945,ХІХ,O
4946,1,O
4947,Розташування,B-other
4948,Висота,O
4949,від,O
4950,сучасної,O
4951,підлоги,O
4952,88,O
4953,см,O
4954,відстань,O
4955,від,O
4956,правого,O
4957,кута,O
4958,Опис,B-inscription
4959,На,O
4960,фресці,I-inscription_type
4961,прокреслений,B-decoration
4962,елемент,O
4963,плетеного,O
4964,орнаменту,O
4965,Датування,B-dating_criteria
4966,Друга,O
4967,чверть,O
4968,ХІ,O
4969,кінець,O
4970,XVI,O
4971,ст.,O
4972,за,O
4973,формою,O
4974,прорізів,O
4975,Категорія,O
4976,Ембеми,O
4977,Графіті,B-inscription
4978,№,O
4979,485,O
4980,табл,O
4981,ХІХ,O
4982,2,O
4983,Розташування,B-other
4984,Висота,O
4985,від,O
4986,сучасної,O
4987,підлоги,O
4988,91	5,O
4989,см,O
4990,відстань,O
4991,від,O
4992,правого,O
4993,кута,O
4994,Опис,B-inscription
4995,На,O
4996,поверхні,O
4997,фрески,I-object_type
4998,простежуються,O
4999,літери,O
5000,САМО,O
5001,які,O
5002,можливо,O
5003,варто,O
5004,роз-,O
5005,глядати,O
5006,як,O
5007,незавершений,O
5008,запис,B-inscripiton_type
5009,імені,I-epigraphic_shorthand
5010,Само{уилъ,O
5011,Самуїл,O
5012,Датування,B-dating_criteria
5013,Друга,O
5014,чверть,O
5015,ХІ,O
5016,кінець,O
5017,XVI,O
5018,ст.,O
5019,за,O
5020,формою,O
5021,прорізів,O
5022,Категорія,O
5023,Пам'ятний,O
5024,напис,I-inscription_type
5025,Графіті,B-inscription
5026,№,O
5027,486,O
5028,табл,O
5029,ХІХ,O
5030,3,O
5031,Розташування,B-other
5032,Висота,O
5033,від,O
5034,сучасної,O
5035,підлоги,O
5036,83	5,O
5037,см,O
5038,відстань,O
5039,від,O
5040,правого,O
5041,кута,O
5042,Опис,B-inscription
5043,На,O
5044,фресці,I-inscription_type
5045,прокреслений,B-decoration
5046,елемент,O
5047,плетеного,O
5048,орнаменту,O
5049,Датування,B-dating_criteria
5050,Друга,O
5051,чверть,O
5052,ХІ,O
5053,кінець,O
5054,XVI,O
5055,ст.,O
5056,за,O
5057,формою,O
5058,прорізів,O
5059,Категорія,O
5060,Ембеми,O
5061,Графіті,B-inscription
5062,№,O
5063,487,O
5064,табл,O
5065,ХІХ,O
5066,4,O
5067,Розташування,B-other
5068,Висота,O
5069,від,O
5070,сучасної,O
5071,підлоги,O
5072,98,O
5073,см,O
5074,відстань,O
5075,від,O
5076,правого,O
5077,кута,O
5078,5	5,O
5079,см,O
5080,Опис,B-inscription
5081,На,O
5082,поверхні,O
5083,стіни,I-object_type
5084,у,I-object_type
5085,стовпчик,O
5086,прокреслені,O
5087,літери,O
5088,NW,O
5089,Датування,B-dating_criteria
5090,Кінець,O
5091,ХVІ,O
5092,кінець,O
5093,XVII,O
5094,ст.,O
5095,за,O
5096,формою,O
5097,прорізів,O
5098,та,O
5099,фактом,O
5100,вжи-,O
5101,вання,O
5102,латиниці,O
5103,Категорія,O
5104,Абетки,O
5105,склади,O
5106,та,O
5107,окремі,O
5108,літери,O
5109,Графіті,B-inscription
5110,№,O
5111,488,O
5112,табл,O
5113,ХХ,O
5114,1,O
5115,Розташування,B-other
5116,Висота,O
5117,від,O
5118,сучасної,O
5119,підлоги,O
5120,80,O
5121,см,O
5122,відстань,O
5123,від,O
5124,правого,O
5125,кута,O
5126,26,O
5127,см,O
5128,Опис,B-inscription
5129,Збереженість,O
5130,напису,I-preservation_state
5131,добра,I-inscription_type
5132,його,O
5133,складові,O
5134,чітко,O
5135,читаються,O
5136,гпомаꙁрабоу,O
5137,|,O
5138,своемоупавъ,O
5139,|,O
5140,лоу,O
5141,З,O
5142,розбивкою,O
5143,на,I-inscription_type
5144,слова,O
5145,текст,O
5146,виглядає,O
5147,таким,O
5148,чином,O
5149,Г(оспод)и,O
5150,помази,O
5151,рабоу,O
5152,своемоу,O
5153,Павлу,O
5154,Господи,O
5155,поможи,O
5156,рабу,O
5157,своєму,O
5158,Павлу,O
5159,Датування,B-dating_criteria
5160,Друга,O
5161,чверть,O
5162,ХІ,O
5163,кінець,O
5164,XІI,O
5165,ст.,O
5166,за,O
5167,формою,O
5168,написання,O
5169,а,O
5170,з,I-object_type
5171,видов-,O
5172,женою,O
5173,спинкою,O
5174,в,O
5175,з,I-object_type
5176,округлою,O
5177,нижньою,O
5178,петлею,O
5179,або,O
5180,широкою,O
5181,верхньою,O
5182,нахиленої,O
5183,ліворуч,O
5184,з,I-object_type
5185,із,O
5186,переломом,O
5187,п,O
5188,з,I-object_type
5189,виступом,O
5190,зверху,O
5191,р,O
5192,з,I-object_type
5193,маленькою,O
5194,голівкою,O
5195,оу,O
5196,зі,O
5197,зменшеним,O
5198,о,O
5199,найімовірніше,O
5200,середина,O
5201,кінець,O
5202,ХІІ,O
5203,ст.,O
5204,зважаючи,O
5205,на,I-inscription_type
5206,можливий,O
5207,смисловий,O
5208,зв'язок,O
5209,з,I-object_type
5210,написом,O
5211,№,O
5212,493,O
5213,Категорія,O
5214,Молитовний,O
5215,напис,I-inscription_type
5216,Графіті,B-inscription
5217,№,O
5218,489,O
5219,табл,O
5220,ХХ,O
5221,2,O
5222,Розташування,B-other
5223,Висота,O
5224,від,O
5225,сучасної,O
5226,підлоги,O
5227,64,O
5228,см,O
5229,відстань,O
5230,від,O
5231,правого,O
5232,кута,O
5233,25	5,O
5234,см,O
5235,Опис,B-inscription
5236,Ліва,O
5237,сторона,O
5238,напису,I-preservation_state
5239,знищена,O
5240,обвалом,O
5241,тиньку,O
5242,--пѧ,O
5243,|,O
5244,--анаа,O
5245,|,O
5246,--еееегог,O
5247,Подібні,O
5248,записи,B-inscription_type
5249,вже,O
5250,траплялись,O
5251,серед,O
5252,графіті,B-inscription_type
5253,Софійського,O
5254,собору,O
5255,текст,O
5256,цього,O
5257,подібний,O
5258,написам,O
5259,що,O
5260,виявлені,O
5261,мною,O
5262,у,I-object_type
5263,приділі,O
5264,архангела,O
5265,Михаїла47,O
5266,Датування,B-dating_criteria
5267,Друга,O
5268,чверть,O
5269,ХІ,O
5270,кінець,O
5271,XІI,O
5272,ст.,O
5273,за,O
5274,формою,O
5275,написання,O
5276,а,O
5277,з,I-object_type
5278,видов-,O
5279,женою,O
5280,спинкою,O
5281,та,O
5282,нахиленої,O
5283,праворуч,O
5284,е,O
5285,Категорія,O
5286,Написи,B-inscription_type
5287,музичного,I-inscription_type
5288,змісту,I-inscription_type
5289,Графіті,B-inscription
5290,№,O
5291,490,O
5292,табл,O
5293,ХХІ,O
5294,1,O
5295,Розташування,B-other
5296,Висота,O
5297,від,O
5298,сучасної,O
5299,підлоги,O
5300,83	5,O
5301,см,O
5302,відстань,O
5303,від,O
5304,правого,O
5305,кута,O
5306,18,O
5307,см,O
5308,Опис,B-inscription
5309,На,O
5310,поверхні,O
5311,стіни,I-object_type
5312,прокреслена,O
5313,літера,O
5314,Σ.,O
5315,Датування,B-dating_criteria
5316,Друга,O
5317,чверть,O
5318,ХІ,O
5319,кінець,O
5320,XVI,O
5321,ст.,O
5322,за,O
5323,формою,O
5324,прорізів,O
5325,Категорія,O
5326,Абетки,O
5327,склади,O
5328,та,O
5329,окремі,O
5330,літери,O
5331,Графіті,B-inscription
5332,№,O
5333,491,O
5334,табл,O
5335,ХХІ,O
5336,2,O
5337,Розташування,B-other
5338,Висота,O
5339,від,O
5340,сучасної,O
5341,підлоги,O
5342,36,O
5343,см,O
5344,відстань,O
5345,від,O
5346,правого,O
5347,кута,O
5348,12,O
5349,см,O
5350,Опис,B-inscription
5351,На,O
5352,поверхні,O
5353,стіни,I-object_type
5354,прокреслена,O
5355,кисть,O
5356,руки,O
5357,в,O
5358,жесті,O
5359,благословення,O
5360,Датування,B-dating_criteria
5361,Друга,O
5362,чверть,O
5363,ХІ,O
5364,кінець,O
5365,XVI,O
5366,ст.,O
5367,за,O
5368,формою,O
5369,прорізів,O
5370,Категорія,O
5371,Символи,O
5372,пов'язані,O
5373,з,I-object_type
5374,частинами,O
5375,людського,O
5376,тіла,O
5377,Графіті,B-inscription
5378,№,O
5379,492,O
5380,табл,O
5381,ХХІ,O
5382,3,O
5383,Розташування,B-other
5384,Висота,O
5385,від,O
5386,сучасної,O
5387,підлоги,O
5388,46,O
5389,см,O
5390,відстань,O
5391,від,O
5392,правого,O
5393,кута,O
5394,19,O
5395,см,O
5396,Опис,B-inscription
5397,На,O
5398,поверхні,O
5399,стіни,I-object_type
5400,у,I-object_type
5401,стовпчик,O
5402,прокреслені,O
5403,літери,O
5404,ВН,O
5405,Датування,B-dating_criteria
5406,Друга,O
5407,чверть,O
5408,ХІ,O
5409,кінець,O
5410,XVI,O
5411,ст.,O
5412,за,O
5413,формою,O
5414,прорізів,O
5415,Категорія,O
5416,Абетки,O
5417,склади,O
5418,та,O
5419,окремі,O
5420,літери,O
5421,Графіті,B-inscription
5422,№,O
5423,493,O
5424,табл,O
5425,ХХІ,O
5426,4,O
5427,Розташування,B-other
5428,Висота,O
5429,від,O
5430,сучасної,O
5431,підлоги,O
5432,78,O
5433,см,O
5434,відстань,O
5435,від,O
5436,правого,O
5437,кута,O
5438,Опис,B-inscription
5439,Напис,O
5440,виконаний,O
5441,поруч,O
5442,із,O
5443,молитвою,O
5444,Павла,O
5445,№,O
5446,488,O
5447,тому,O
5448,на,I-inscription_type
5449,перший,O
5450,по-,O
5451,гляд,O
5452,може,O
5453,здаватись,O
5454,ніби,O
5455,він,O
5456,є,O
5457,її,O
5458,продовженням,O
5459,Насправді,O
5460,вони,O
5461,виконані,O
5462,різними,O
5463,інструментами,O
5464,та,O
5465,з,I-object_type
5466,різним,O
5467,натиском,O
5468,на,I-inscription_type
5469,лезо,O
5470,різця,O
5471,Складові,O
5472,напису,I-preservation_state
5473,пошкоджені,O
5474,частина,I-other
5475,їх,O
5476,ледь,O
5477,простежується,O
5478,---уко,O
5479,|,O
5480,упр,O
5481,З,O
5482,розбивкою,O
5483,на,I-inscription_type
5484,слова,O
5485,та,O
5486,відновленням,O
5487,втрачених,O
5488,фрагментів,O
5489,текст,O
5490,можна,O
5491,пред-,O
5492,ставити,O
5493,таким,O
5494,чином,O
5495,л]уко,O
5496,упир(ь,O
5497,Слово,O
5498,луко,O
5499,може,O
5500,розглядатись,O
5501,в,O
5502,цьому,O
5503,тексті,O
5504,як,O
5505,особове,O
5506,ім'я,O
5507,Лука,O
5508,в,O
5509,кличному,O
5510,відмінку,O
5511,тоді,O
5512,весь,O
5513,текст,O
5514,слід,O
5515,інтерпретувати,O
5516,як,O
5517,звернення,I-inscription_type
5518,до,O
5519,Луки,O
5520,автор,O
5521,якого,O
5522,нази-,O
5523,ває,O
5524,адресата,O
5525,упирем,O
5526,В,O
5527,іншому,O
5528,випадку,O
5529,слово,O
5530,можна,O
5531,розглядати,O
5532,як,O
5533,похідне,O
5534,від,O
5535,слова,O
5536,лѫка,O
5537,хитрість,O
5538,а,O
5539,весь,O
5540,запис,B-inscripiton_type
5541,як,O
5542,приписку,O
5543,до,O
5544,молитви,O
5545,Павла,O
5546,автор,O
5547,якого,O
5548,на-,O
5549,зиває,O
5550,останнього,O
5551,хитроупирем,O
5552,Зважаючи,O
5553,на,I-inscription_type
5554,випадки,O
5555,навмисного,O
5556,паплюження,O
5557,ок-,O
5558,ремих,O
5559,молитовних,O
5560,написів48,O
5561,тлумачення,O
5562,графіті,B-inscription_type
5563,як,O
5564,вияву,O
5565,негативного,O
5566,ставлення,O
5567,невідомого,O
5568,автора,O
5569,до,O
5570,Павла,O
5571,є,O
5572,найбільш,O
5573,вірогідним,O
5574,Датування,B-dating_criteria
5575,Середина,O
5576,ХІІ,O
5577,кінець,O
5578,XІІI,O
5579,ст.,O
5580,за,O
5581,формою,O
5582,написання,O
5583,широкої,O
5584,р,O
5585,з,I-object_type
5586,відкритою,O
5587,округлою,O
5588,петлею,O
5589,найімовірніше,O
5590,середина,O
5591,кінець,O
5592,ХІІ,O
5593,ст.,O
5594,зважаючи,O
5595,на,I-inscription_type
5596,можливий,O
5597,смисловий,O
5598,зв'язок,O
5599,з,I-object_type
5600,написом,O
5601,№,O
5602,488,O
5603,Категорія,O
5604,Окремі,O
5605,слова,O
5606,та,O
5607,словосполучення,O
5608,Графіті,B-inscription
5609,№,O
5610,601,O
5611,табл,O
5612,ХХІІ,O
5613,1,O
5614,Розташування,B-other
5615,Висота,O
5616,від,O
5617,сучасної,O
5618,підлоги,O
5619,71,O
5620,см,O
5621,відстань,O
5622,від,O
5623,правого,O
5624,кута,O
5625,Опис,B-inscription
5626,Збереженість,O
5627,напису,I-preservation_state
5628,добра,I-inscription_type
5629,всі,O
5630,його,O
5631,складові,O
5632,чітко,O
5633,простежуються,O
5634,шьльеудока,O
5635,|,O
5636,панкрат-,O
5637,В,O
5638,написі,O
5639,чітко,O
5640,читаються,O
5641,два,O
5642,імені,I-epigraphic_shorthand
5643,Еудокиа,O
5644,Євдокия,O
5645,та,O
5646,Панкрат[ъ,O
5647,Панкрат,O
5648,Перше,O
5649,слово,O
5650,шьль,O
5651,найвірогідніше,O
5652,розглядати,O
5653,як,O
5654,форму,O
5655,дієслова,O
5656,ити,O
5657,йти,O
5658,у,I-object_type
5659,минулому,O
5660,часі,O
5661,шьль,O
5662,йшов,O
5663,Проте,O
5664,через,O
5665,неузгодження,O
5666,відмінку,O
5667,дієслова,O
5668,з,I-object_type
5669,іменами,O
5670,значення,O
5671,тексту,O
5672,встановити,O
5673,складно,O
5674,окрім,O
5675,того,O
5676,що,O
5677,всі,O
5678,три,O
5679,слова,O
5680,виконані,O
5681,одним,O
5682,автором,O
5683,Датування,B-dating_criteria
5684,Друга,O
5685,чверть,O
5686,ХІ,O
5687,середина,O
5688,XІІI,O
5689,ст.,O
5690,за,O
5691,формою,O
5692,написання,O
5693,прямо-,O
5694,лінійної,O
5695,р,O
5696,з,I-object_type
5697,округлою,O
5698,петлею,O
5699,та,O
5700,ь,O
5701,з,I-object_type
5702,відкритою,O
5703,петлею,O
5704,Категорія,O
5705,Пам'ятний,O
5706,напис,I-inscription_type
5707,Графіті,B-inscription
5708,№,O
5709,602,O
5710,табл,O
5711,ХХІІ,O
5712,2,O
5713,Розташування,B-other
5714,Висота,O
5715,від,O
5716,сучасної,O
5717,підлоги,O
5718,66,O
5719,см,O
5720,відстань,O
5721,від,O
5722,правого,O
5723,кута,O
5724,Опис,B-inscription
5725,Рахункова,O
5726,частина,I-other
5727,дворядкового,O
5728,запису,O
5729,обчислення,I-inscription_type
5730,кількості,I-inscription_type
5731,проведених,O
5732,поминальних,O
5733,служб,O
5734,що,O
5735,містить,O
5736,24,O
5737,вертикальні,O
5738,засічки,O
5739,у,I-object_type
5740,верхньому,O
5741,рядку,O
5742,та,O
5743,13,O
5744,у,I-object_type
5745,нижньому,O
5746,Можливо,O
5747,напис,I-inscription_type
5748,пов'язаний,O
5749,з,I-object_type
5750,іменами,O
5751,Євдокиї,O
5752,та,O
5753,Панкрата,O
5754,№,O
5755,601,O
5756,що,O
5757,розташований,O
5758,вище,O
5759,Однак,O
5760,впевнено,O
5761,про,O
5762,це,O
5763,говорити,O
5764,складно,O
5765,Датування,B-dating_criteria
5766,Друга,O
5767,чверть,O
5768,ХІ,O
5769,кінець,O
5770,XІV,O
5771,ст.,O
5772,за,O
5773,типологічним,O
5774,методом,O
5775,Категорія,O
5776,Запис,O
5777,лічби,I-inscription_type
5778,Графіті,B-inscription
5779,№,O
5780,603,O
5781,табл,O
5782,ХХІІІ,O
5783,1,O
5784,Розташування,B-other
5785,Висота,O
5786,від,O
5787,сучасної,O
5788,підлоги,O
5789,52,O
5790,см,O
5791,відстань,O
5792,від,O
5793,правого,O
5794,кута,O
5795,Опис,B-inscription
5796,Ліва,O
5797,частина,I-other
5798,напису,I-preservation_state
5799,знищена,O
5800,обвалом,O
5801,тиньку,O
5802,проте,O
5803,наявні,O
5804,складові,O
5805,добре,O
5806,простежуються,O
5807,--пом--рабоусвоѥмоу,O
5808,|,O
5809,--цегрѣшьнамоу,O
5810,З,O
5811,розбивкою,O
5812,на,I-inscription_type
5813,слова,O
5814,та,O
5815,відновленням,O
5816,втрачених,O
5817,фрагментів,O
5818,текст,O
5819,виглядає,O
5820,таким,O
5821,чином,O
5822,Г(оспод)и,O
5823,пом[оз]и,O
5824,рабоу,O
5825,своѥмоу,O
5826,Лу]це,O
5827,грѣшьнамоу,O
5828,Господи,O
5829,поможи,O
5830,рабу,O
5831,своєму,O
5832,Луці,O
5833,грішному,O
5834,Датування,B-dating_criteria
5835,Середина,O
5836,ХІІ,O
5837,початок,O
5838,XІІІ,O
5839,ст.,O
5840,за,O
5841,формою,O
5842,написання,O
5843,а,O
5844,з,I-object_type
5845,видов-,O
5846,женою,O
5847,вгору,O
5848,спинкою,O
5849,б,O
5850,в,O
5851,та,O
5852,ѣ,O
5853,з,I-object_type
5854,округлими,O
5855,петлями,O
5856,нахиленої,O
5857,праворуч,O
5858,е,O
5859,прямолі-,O
5860,нійної,O
5861,р,O
5862,з,I-object_type
5863,петлею,O
5864,кутом,O
5865,вперед,O
5866,ш,O
5867,з,I-object_type
5868,платформою,O
5869,по,O
5870,низу,O
5871,рядка,O
5872,ь,O
5873,з,I-object_type
5874,відкритою,O
5875,петлею,O
5876,Категорія,O
5877,Молитовний,O
5878,напис,I-inscription_type
5879,Графіті,B-inscription
5880,№,O
5881,604,O
5882,табл,O
5883,ХХІІІ,O
5884,2,O
5885,Розташування,B-other
5886,Висота,O
5887,від,O
5888,сучасної,O
5889,підлоги,O
5890,61,O
5891,см,O
5892,відстань,O
5893,від,O
5894,правого,O
5895,кута,O
5896,Опис,B-inscription
5897,Ліва,O
5898,частина,I-other
5899,напису,I-preservation_state
5900,знищена,O
5901,обвалом,O
5902,тиньку,O
5903,проте,O
5904,наявні,O
5905,складові,O
5906,добре,O
5907,простежуються,O
5908,помѥнірабаП,O
5909,З,O
5910,розбивкою,O
5911,на,I-inscription_type
5912,слова,O
5913,текст,O
5914,виглядає,O
5915,таким,O
5916,чином,O
5917,Помѥні,O
5918,раба,O
5919,П.,O
5920,Пом'яни,O
5921,раба,O
5922,П.,O
5923,Датування,B-dating_criteria
5924,Кінець,O
5925,ХVІ,O
5926,кінець,O
5927,XVIІ,O
5928,ст.,O
5929,за,O
5930,скорописними,O
5931,формами,O
5932,написання,O
5933,літер,O
5934,формою,O
5935,прорізів,O
5936,та,O
5937,структурою,O
5938,формули,O
5939,Категорія,O
5940,Молитовний,O
5941,напис,I-inscription_type
5942,Графіті,B-inscription
5943,№,O
5944,605,O
5945,табл,O
5946,ХХІV,O
5947,1,O
5948,Розташування,B-other
5949,Висота,O
5950,від,O
5951,сучасної,O
5952,підлоги,O
5953,43,O
5954,см,O
5955,відстань,O
5956,від,O
5957,правого,O
5958,кута,O
5959,Опис,B-inscription
5960,Ліва,O
5961,частина,I-other
5962,напису,I-preservation_state
5963,знищена,O
5964,обвалом,O
5965,тиньку,O
5966,проте,O
5967,наявні,O
5968,складові,O
5969,добре,O
5970,простежуються,O
5971,-помоꙁраба,O
5972,|,O
5973,--оеголазара,O
5974,З,O
5975,розбивкою,O
5976,на,I-inscription_type
5977,слова,O
5978,та,O
5979,відновленням,O
5980,втрачених,O
5981,фрагментів,O
5982,текст,O
5983,виглядає,O
5984,таким,O
5985,чином,O
5986,Г](оспод)и,O
5987,помози,O
5988,раба,O
5989,св]оего,O
5990,Лазара,O
5991,Господи,O
5992,поможи,O
5993,раба,O
5994,свого,O
5995,Лазаря,O
5996,У,O
5997,написі,O
5998,прикметним,O
5999,є,O
6000,неузгодженість,O
6001,відмінків,O
6002,між,O
6003,дієсловом,O
6004,та,O
6005,рештою,O
6006,тек-,O
6007,сту,O
6008,що,O
6009,видає,O
6010,руку,O
6011,недосвідченого,O
6012,писця,O
6013,Датування,B-dating_criteria
6014,Середина,O
6015,ХІІ,O
6016,ст.,O
6017,за,O
6018,формою,O
6019,написання,O
6020,а,O
6021,з,I-object_type
6022,видовженою,O
6023,спинкою,O
6024,б,O
6025,та,O
6026,прямолінійної,O
6027,р,O
6028,з,I-object_type
6029,петлею,O
6030,кутом,O
6031,вперед,O
6032,нахилених,O
6033,ліворуч,O
6034,е,O
6035,та,O
6036,з,I-object_type
6037,із,O
6038,переломом,O
6039,Категорія,O
6040,Молитовний,O
6041,напис,I-inscription_type
6042,Графіті,B-inscription
6043,№,O
6044,606,O
6045,табл,O
6046,ХХІV,O
6047,2,O
6048,Розташування,B-other
6049,Висота,O
6050,від,O
6051,сучасної,O
6052,підлоги,O
6053,49,O
6054,см,O
6055,відстань,O
6056,від,O
6057,правого,O
6058,кута,O
6059,Опис,B-inscription
6060,Збереженість,O
6061,напису,I-preservation_state
6062,дуже,O
6063,добра,I-inscription_type
6064,всі,O
6065,його,O
6066,складові,O
6067,чітко,O
6068,простежуються,O
6069,г͠помоꙁрабоусво,O
6070,|,O
6071,мѫо,O
6072,З,O
6073,розбивкою,O
6074,на,I-inscription_type
6075,слова,O
6076,текст,O
6077,виглядає,O
6078,таким,O
6079,чином,O
6080,Г(оспод)и,O
6081,помози,O
6082,рабоу,O
6083,своимѫо,O
6084,Господи,O
6085,поможи,O
6086,рабу,O
6087,своєму,O
6088,Датування,B-dating_criteria
6089,Друга,O
6090,чверть,O
6091,середина,O
6092,ХІ,O
6093,ст.,O
6094,за,O
6095,формою,O
6096,написання,O
6097,а,O
6098,з,I-object_type
6099,видовже-,O
6100,ною,O
6101,спинкою,O
6102,б,O
6103,та,O
6104,прямолінійної,O
6105,р,O
6106,з,I-object_type
6107,округлими,O
6108,петлями,O
6109,R,O
6110,подібної,O
6111,в,O
6112,з,I-object_type
6113,ширшою,O
6114,за,O
6115,нижню,O
6116,верхньою,O
6117,петлею,O
6118,нахиленої,O
6119,ліворуч,O
6120,з,I-object_type
6121,із,O
6122,розвилкою,O
6123,Категорія,O
6124,Молитовний,O
6125,напис,I-inscription_type
6126,Графіті,B-inscription
6127,№,O
6128,607,O
6129,табл,O
