Графіті №,табл,Розташування,Опис,Датування,Категорія
531 ,"LХІХ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('93', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('316', 'O'), ('см', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('сильно', 'O'), ('затерта', 'O'), ('простежу-', 'O'), ('ються', 'O'), ('тільки', 'O'), ('окремі', 'O'), ('його', 'O'), ('складові', 'O'), ('ст\ue01fм', 'O'), ('м-\ue01f------------', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('наявний', 'O'), ('текст', 'O'), ('ви-', 'O'), ('глядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('С(вѧ)ти', 'O'), ('м', 'O'), ('м(оуч)[н]и[къ', 'O'), ('...', 'O'), ('Святі', 'O'), ('40', 'O'), ('мучеників', 'O'), ('...', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('ХІІІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('м', 'O'), ('з', 'O'), ('прови-', 'O'), ('саючою', 'O'), ('петлею', 'O'), ('та', 'O'), ('нахиленими', 'O'), ('щоглами', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
532 ,"LХХV, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('97', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('401', 'O'), ('см', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('сильно', 'O'), ('затерта', 'O'), ('ст\ue021----------о', 'O'), ('л\ue01fтеꙁарабасвоего\ue01fоан-', 'O'), ('грѣшън\ue01fка', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('так', 'O'), ('С(вѧ)ты[и', 'O'), ('...', 'O'), ('м]олите', 'O'), ('за', 'O'), ('раба', 'O'), ('своего', 'B'), ('Иоан[а', 'I'), ('грѣшъника', 'O'), ('Святі', 'O'), ('...', 'O'), ('моліть', 'O'), ('за', 'O'), ('раба', 'O'), ('свого', 'O'), ('Йоанна', 'B'), ('грішника', 'I')]","[('Середина', 'O'), ('XІІ', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('б', 'O'), ('з', 'O'), ('високою', 'O'), ('петлею', 'O'), ('верти-', 'O'), ('кальної', 'O'), ('або', 'O'), ('нахиленої', 'O'), ('ліворуч', 'O'), ('е', 'O'), ('нахиленої', 'O'), ('ліворуч', 'O'), ('з', 'O'), ('із', 'O'), ('переломом', 'O'), ('криволінійної', 'O'), ('р', 'O'), ('з', 'O'), ('ок-', 'O'), ('руглою', 'O'), ('або', 'O'), ('кутом', 'O'), ('вперед', 'O'), ('петлею', 'O'), ('ш', 'O'), ('з', 'O'), ('платформою', 'O'), ('над', 'O'), ('рядком', 'O'), ('ы', 'O'), ('з', 'O'), ('низькою', 'O'), ('перемичкою', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
533 ,"LХХV, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('100', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('чотириконечний', 'O'), ('хрест', 'O'), ('з', 'O'), ('розширеними', 'O'), ('у', 'O'), ('вигляді', 'O'), ('заглиблених', 'O'), ('крапок', 'O'), ('кінцями', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
534 ,"LХХV, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('101,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('чотириконечний', 'O'), ('хрест', 'O'), ('з', 'O'), ('розширеними', 'O'), ('у', 'O'), ('вигляді', 'O'), ('заглиблених', 'O'), ('крапок', 'O'), ('кінцями', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
535 ,"LХХV, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('46,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
617 ,"LХХVІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('110', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Через', 'O'), ('дворядковий', 'O'), ('напис', 'O'), ('проходить', 'O'), ('вертикальна', 'O'), ('тріщина', 'O'), ('що', 'O'), ('нині', 'O'), ('за-', 'O'), ('шпакльована', 'O'), ('яка', 'O'), ('пошкодила', 'O'), ('другу', 'O'), ('літеру', 'O'), ('у', 'O'), ('верхньому', 'O'), ('рядку', 'O'), ('і', 'O'), ('практично', 'O'), ('знищила', 'O'), ('другу', 'O'), ('–', 'O'), ('у', 'O'), ('нижньому', 'O'), (';', 'O'), ('закінчення', 'O'), ('верхнього', 'O'), ('рядка', 'O'), ('також', 'O'), ('пошкоджене', 'O'), ('вибоєм', 'O'), ('проте', 'O'), ('літера', 'O'), ('надійно', 'O'), ('ідентифікується', 'O'), ('за', 'O'), ('контурами', 'O'), ('вибою', 'O'), ('та', 'O'), ('збереженими', 'O'), ('фрагментами', 'O'), ('овъстатъ', 'O'), ('п', 'O'), ('-', 'O'), ('салъ', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втраченого', 'O'), ('фрагмента', 'O'), ('текст', 'O'), ('виглядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Овъстатъ', 'O'), ('п[і]салъ', 'O'), ('Овстат', 'O'), ('писав', 'O')]","[('Кінець', 'O'), ('XІІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XІІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('в', 'O'), ('з', 'O'), ('нижньою', 'O'), ('петлею', 'O'), ('кутом', 'O'), ('вперед', 'O'), ('і', 'O'), ('з', 'O'), ('пересічкою', 'O'), ('яка', 'O'), ('власне', 'O'), ('і', 'O'), ('зберіглася', 'O'), ('від', 'O'), ('літери', 'O'), ('та', 'O'), ('ъ', 'O'), ('з', 'O'), ('вис-', 'O'), ('тупом', 'O'), ('праворуч', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
618 ,"LХХVІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('67', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('66', 'O'), ('см', 'O')]","[('Поверхня', 'O'), ('стіни', 'O'), ('в', 'O'), ('місці', 'O'), ('розташування', 'O'), ('напису', 'O'), ('затерта', 'O'), ('права', 'O'), ('частина', 'O'), ('зни-', 'O'), ('щена', 'O'), ('обвалом', 'O'), ('тиньку', 'O'), ('помꙗни', 'O'), ('гди', 'O'), ('р', 'O'), ('-', 'O'), ('б-', 'O'), ('своѥ--', 'O'), ('З', 'O'), ('розбивкою', 'O'), ('на', 'O'), ('слова', 'O'), ('та', 'O'), ('відновленням', 'O'), ('втрачених', 'O'), ('фрагментів', 'O'), ('наявний', 'O'), ('текст', 'O'), ('ви-', 'O'), ('глядає', 'O'), ('таким', 'O'), ('чином', 'O'), ('Помꙗни', 'O'), ('Г(оспо)ди', 'O'), ('р[а]б[а', 'O'), ('своѥ[го', 'O'), ('...', 'O'), (""Пом'яни"", 'O'), ('Господи', 'B'), ('раба', 'O'), ('свого', 'O'), ('...', 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
619 ,"LХХVІ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('92', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('75', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслене', 'O'), ('дієслово', 'O'), ('-', 'O'), ('прохання', 'O'), ('помꙗни', 'O'), (""'"", 'O'), ('помяни', 'O'), (""'"", 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
620 ,"LХХVІ, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('81,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('72', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслене', 'O'), ('дієслово', 'O'), ('-', 'O'), ('прохання', 'O'), ('помꙗни', 'O'), (""'"", 'O'), ('помяни', 'O'), (""'"", 'O'), ('у', 'O'), ('верхньому', 'O'), ('рядку', 'O'), ('та', 'O'), ('літера', 'O'), ('н', 'O'), ('у', 'O'), ('нижньому', 'O'), ('можливо', 'O'), ('ініціал', 'O'), ('або', 'O'), ('недописане', 'O'), (""ім'я"", 'O'), ('автора', 'O'), ('напису', 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
621 ,"LХХVІІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('104', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслені', 'O'), ('літери', 'O'), ('NW', 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Абетки', 'O'), ('склади', 'O'), ('та', 'O'), ('окремі', 'O'), ('літери', 'O')]"
622 ,"LХХVІІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('95,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслені', 'O'), ('особове', 'O'), ('та', 'O'), ('родове', 'O'), ('імена', 'O'), ('автора', 'O'), ('Иванъ', 'B'), ('Рогаⷱ\ue003', 'I'), (""'"", 'O'), ('Іван', 'B'), ('Рогач', 'I'), (""'"", 'O'), ('Особа', 'O'), ('автора', 'O'), ('наразі', 'O'), ('не', 'O'), ('ідентифікована', 'O'), ('Найвірогідніше', 'O'), ('що', 'O'), ('Іван', 'B'), ('походив', 'O'), ('з', 'O'), ('київських', 'O'), ('міщан', 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
623 ,"LХХVІІ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('96', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('113', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслена', 'O'), ('літера', 'O'), ('Ꙁ.', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('нахиленої', 'O'), ('праворуч', 'O'), ('з', 'O'), ('із', 'O'), ('розвилкою', 'O')]","[('Абетки', 'O'), ('склади', 'O'), ('та', 'O'), ('окремі', 'O'), ('літери', 'O')]"
624 ,"LХХVІІ, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('81', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('99', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('простежується', 'O'), ('дієслово', 'O'), ('-', 'O'), ('звернення', 'O'), ('помоги', 'O'), (""'"", 'O'), ('поможи', 'O'), (""'"", 'O'), ('та', 'O'), ('щогла', 'O'), ('літери', 'O'), ('за', 'O'), ('нею', 'O'), ('яка', 'O'), ('може', 'O'), ('інтерпретуватись', 'O'), ('як', 'O'), ('ініціал', 'O'), ('І', 'O'), ('або', 'O'), ('недописане', 'O'), (""ім'я"", 'O'), ('автора', 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Молитовний', 'O'), ('напис', 'O')]"
625 ,"LХХVІІІ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('108,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслена', 'O'), ('літера', 'O'), ('А.', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('літери', 'O'), ('з', 'O'), ('ви-', 'O'), ('довженою', 'O'), ('спинкою', 'O')]","[('Абетки', 'O'), ('склади', 'O'), ('та', 'O'), ('окремі', 'O'), ('літери', 'O')]"
664 ,"LХХVІІІ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('144', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслене', 'O'), ('слово', 'O'), ('рабъ', 'O'), (""'"", 'O'), ('раб', 'O'), (""'"", 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Окремі', 'O'), ('слова', 'O'), ('та', 'O'), ('словосполучення', 'O')]"
665 ,"LХХVІІІ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('144', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('тим', 'O'), ('же', 'O'), ('автором', 'O'), ('прокреслені', 'O'), ('літери', 'O'), ('РА', 'O'), ('вочевидь', 'O'), ('незавершене', 'O'), ('слово', 'O'), ('ра{бъ', 'O'), ('}', 'O'), (""'"", 'O'), ('раб', 'O'), (""'"", 'O')]","[('Кінець', 'O'), ('XVІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVІI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('скорописними', 'O'), ('формами', 'O'), ('написання', 'O'), ('літер', 'O'), ('та', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Окремі', 'O'), ('слова', 'O'), ('та', 'O'), ('словосполучення', 'O')]"
666 ,"LХХVІІІ, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('138', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('знаходиться', 'O'), ('малюнок', 'O'), ('простого', 'O'), ('чотириконечного', 'O'), ('хреста', 'O'), ('над', 'O'), ('яким', 'O'), ('прокреслене', 'O'), ('відкрите', 'O'), ('донизу', 'O'), ('півколо', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
667 ,"LХХVІІІ, 5","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('129', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('знаходиться', 'O'), ('малюнок', 'O'), ('простого', 'O'), ('чотириконечного', 'O'), ('хреста', 'O'), ('впи-', 'O'), ('саного', 'O'), ('до', 'O'), ('відкритого', 'O'), ('донизу', 'O'), ('напівовала', 'O'), ('Над', 'O'), ('фігурою', 'O'), ('тією', 'O'), ('ж', 'O'), ('рукою', 'O'), ('прокреслений', 'O'), ('ще', 'O'), ('один', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
668 ,"LХХVІІІ, 6","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('84', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('335', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
669 ,"LХХІХ, 1","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('134', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('Текстова', 'O'), ('частина', 'O'), ('запису', 'O'), ('обчислення', 'O'), ('кількості', 'O'), ('проведених', 'O'), ('поминальних', 'O'), ('служб', 'O'), ('у', 'O'), ('вигляді', 'O'), ('малюнка', 'O'), ('простого', 'O'), ('чотириконечного', 'O'), ('хреста', 'O'), ('та', 'O'), ('літер', 'O'), ('М\ue01e.', 'O'), ('Відсутність', 'O'), ('вертикальних', 'O'), ('засічок', 'O'), ('свідчить', 'O'), ('що', 'O'), ('лічба', 'O'), ('так', 'O'), ('і', 'O'), ('не', 'O'), ('була', 'O'), ('розпочата', 'O'), ('За', 'O'), ('особливостями', 'O'), ('скорочення', 'O'), ('повна', 'O'), ('форма', 'O'), ('імені', 'O'), ('особи', 'O'), ('за', 'O'), ('душу', 'O'), ('якої', 'O'), ('належало', 'O'), ('проводити', 'O'), ('поминальні', 'O'), ('служби', 'O'), ('відновлюється', 'O'), ('як', 'O'), ('Михаилъ', 'B'), (""'"", 'O'), (""Михайло'183"", 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XІV', 'O'), ('ст.', 'O'), (';', 'O'), ('типологічним', 'O'), ('методом', 'O')]","[('Запис', 'O'), ('лічби', 'O')]"
670 ,"LХХІХ, 2","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('85', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('351', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('шестикінечний', 'O'), ('хрест', 'O'), ('що', 'O'), ('складається', 'O'), ('зі', 'O'), ('щогли', 'O'), ('перекладини', 'O'), ('та', 'O'), ('символічної', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
671 ,"LХХІХ, 3","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('83', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('484', 'O'), ('см', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('стилізований', 'O'), ('малюнок', 'O'), ('листка', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Емблеми', 'O')]"
672 ,"LХХІХ, 4","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('78,5', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O')]","[('На', 'O'), ('фресці', 'O'), ('прокреслений', 'O'), ('простий', 'O'), ('чотириконечний', 'O'), ('хрест', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('кінець', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('прорізів', 'O')]","[('Хрести', 'O'), ('монограми', 'O'), ('теонімограми', 'O')]"
673 ,"LХХІХ, 5","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('94', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('348', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('фрески', 'O'), ('простежуються', 'O'), ('літери', 'O'), ('ОР', 'O'), ('Тиньк', 'O'), ('довкола', 'O'), ('них', 'O'), ('по-', 'O'), ('шкоджений', 'O'), ('тож', 'O'), ('вірогідно', 'O'), ('що', 'O'), ('це', 'O'), ('–', 'O'), ('частина', 'O'), ('більшого', 'O'), ('за', 'O'), ('обсягом', 'O'), ('тексту', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XІ', 'O'), ('–', 'O'), ('початок', 'O'), ('XІV', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('прямолі-', 'O'), ('нійної', 'O'), ('р', 'O'), ('з', 'O'), ('округлою', 'O'), ('петлею', 'O')]","[('Фрагмент', 'O'), ('напису', 'O')]"
674 ,"LХХІХ, 6","[('Висота', 'O'), ('від', 'O'), ('сучасної', 'O'), ('підлоги', 'O'), ('84', 'O'), ('см', 'O'), ('відстань', 'O'), ('від', 'O'), ('лівого', 'O'), ('кута', 'O'), ('438', 'O'), ('см', 'O')]","[('На', 'O'), ('поверхні', 'O'), ('фрески', 'O'), ('частково', 'O'), ('зберігся', 'O'), ('дворядковий', 'O'), ('напис', 'O'), ('У', 'O'), ('верхньому', 'O'), ('рядку', 'O'), ('простежується', 'O'), ('запис', 'O'), ('імені', 'O'), ('Илиꙗ', 'O'), (""'"", 'O'), ('Ілля', 'O'), (""'"", 'O'), ('у', 'O'), ('нижньому', 'O'), ('–', 'O'), ('літера', 'O'), ('І', 'O'), ('та', 'O'), ('М', 'O'), ('які', 'O'), ('вочевидь', 'O'), ('варто', 'O'), ('розглядати', 'O'), ('як', 'O'), ('скорочену', 'O'), ('форму', 'O'), ('родового', 'O'), ('імені', 'O'), ('автора', 'O')]","[('Друга', 'O'), ('чверть', 'O'), ('XV', 'O'), ('–', 'O'), ('початок', 'O'), ('XVI', 'O'), ('ст.', 'O'), (';', 'O'), ('за', 'O'), ('формою', 'O'), ('написання', 'O'), ('и', 'O'), ('з', 'O'), ('діа-', 'O'), ('гональною', 'O'), ('перемичккою', 'O'), ('ꙗ', 'O'), ('з', 'O'), ('видовженою', 'O'), ('спинкою', 'O'), ('та', 'O'), ('нахиленою', 'O'), ('перемичкою', 'O')]","[(""Пам'ятний"", 'O'), ('напис', 'O')]"
