token,label
чверть,O
ХІ,O
кінець,O
XVI,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Абетки,O
склади,O
та,O
окремі,O
літери,O
"
",O
ІV.3,O
Графіті,B-inscription
на,O
фресці,O
з,O
зображенням,O
св,O
Марка,O
"
",O
Фреска,B-inscription
розташована,O
у,O
північно,O
східному,O
куті,O
хрещальні,O
на,O
західній,O
площині,O
"
",O
східної,O
стіни,O
Образ,O
святого,O
ідентифікується,O
завдяки,O
двом,O
написам,B-inscription
графіті,B-inscription
які,O
"
",O
повідомляють,O
його,O
ім'я,O
№,O
432,O
та,O
№,O
433)49,O
Поверхня,O
фрески,O
вкрита,O
численними,O
"
",O
вибоями,O
та,O
подряпинами,O
місцями,O
сильно,O
затерта,O
особливо,O
в,O
нижній,O
частині,O
та,O
"
",O
ближче,O
до,O
лівого,O
кута,O
де,O
знаходиться,O
більшість,O
графіті,B-inscription
Під,O
час,O
дослідження,O
"
",O
С.,O
Висоцького,O
було,O
опубліковано,O
сім,O
графіті,B-inscription
що,O
тут,O
розташовані,O
№,O
№,O
14,O
72–74,O
"
",O
вище,O
це,O
№,O
№,O
430–443,O
445–449,O
467–480,O
494,O
582–600,O
та,O
600а,O
табл,O
XVIII,O
3,O
"
",O
Графіті,B-inscription
№,O
14,O
табл,O
ХХV,O
5,O
"
",O
Публікації,O
С.,O
Висоцький50,O
коригування,O
А.,O
Залізняк51,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
73,O
см,O
відстань,O
від,O
лівого,O
кута,O
61,O
см,O
"
",O
Опис,B-inscription
Графіті,B-inscription
містить,O
дві,O
складові,O
малюнок,O
та,O
напис,B-inscription
Збереженість,O
остан-,O
"
",O
нього,O
досить,O
добра,O
його,O
складові,O
чітко,O
простежуються,O
"
",O
блѫдъ,O
|,O
сътво,O
|,O
рих52ъвъ,O
|,O
свѧтъ,O
|,O
дьн,O
53ь,O
"
",O
З,O
розбивкою,O
на,O
слова,B-inscription
текст,O
виглядає,O
таким,O
чином,O
"
",O
Блѫдъ,O
сътворихъ,O
въ,O
свѧтъ,O
дьнь,O
"
",O
Блуд,O
створив,O
у,O
святий,O
день,O
"
",O
По,O
завершенню,O
напису,B-inscription
автор,O
виконав,O
праворуч,O
малюнок,O
шестикінечного,O
"
",O
хреста,O
що,O
складається,O
зі,O
щогли,O
перекладини,O
та,O
символічної,O
таблички,O
над,O
головою,O
"
",O
Ісуса,O
Христа,O
Основа,O
щогли,O
спирається,O
на,O
відкриту,O
донизу,O
одноступінчасту,O
Голгофу,O
"
",O
Від,O
кінців,O
перекладини,O
над,O
вершиною,O
щогли,O
прокреслене,O
відкрите,O
донизу,O
півколо,O
"
",O
на,O
краях,O
та,O
посередині,O
якого,O
знаходяться,O
чотириконечні,O
хрестики54,O
"
",O
Датування,B-inscription
Кінець,O
ХІ,O
кінець,O
ХІІ,O
ст.,O
за,O
формою,O
написання,O
б,O
та,O
ъ,O
з,O
розімкну-,O
"
",O
тими,O
петлями,O
в,O
з,O
верхньою,O
петлею,O
що,O
ширша,O
за,O
нижню,O
р,O
з,O
петлею,O
що,O
не,O
змика-,O
"
",O
ється,O
зі,O
щоглою55,O
"
",O
Категорія,O
Напис,O
покаяння,I-inscripton
"
",O
Графіті,B-inscription
№,O
72,O
табл,O
ХХVІ,O
"
",O
Публікації,O
С.,O
Висоцький56,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
71,O
см,O
відстань,O
від,O
лівого,O
кута,O
32,O
см,O
"
",O
Опис,B-inscription
На,O
поверхні,O
фрески,O
подвійними,O
замкненими,O
рисками,O
виконаний,O
малюнок,O
"
",O
шестикінечного,O
напрестольного,O
хреста,O
що,O
складається,O
зі,O
щогли,O
перекладини,O
та,O
сим-,O
"
",O
волічної,O
таблички,O
над,O
головою,O
Ісуса,O
Христа,O
Довкола,O
перетину,O
щогли,O
та,O
перекладини,O
"
",O
прокреслене,O
коло,O
Над,O
символічною,O
табличкою,O
обабіч,O
щогли,O
прокреслені,O
літери,O
ІС,O
"
",O
ХС.,O
Основа,O
щогли,O
спирається,O
на,O
престол,O
поділений,O
на,O
чотири,O
стовпчики,O
у,O
два,O
рядки,O
"
",O
В,O
нижній,O
частині,O
він,O
має,O
прямокутні,O
ніжки,O
Під,O
перекладиною,O
на,O
престолі,O
зображено,O
"
",O
обабіч,O
щогли,O
по,O
три,O
свічки,O
з,O
довгими,O
середніми,O
та,O
короткими,O
бічними,O
Під,O
пере-,O
"
",O
кладиною,O
обабіч,O
праворуч,O
від,O
довгих,O
свічок,O
виконані,O
літери,O
Н,O
КА.,O
Праві,O
клітинки,O
"
",O
престолу,O
в,O
обох,O
рядках,O
не,O
мають,O
літер,O
натомість,O
в,O
усіх,O
інших,O
вони,O
видряпані,O
по,O
"
",O
одній,O
в,O
кожному,O
У,O
верхньому,O
рядку,O
це,O
Ї,O
Ѧ,O
Ю,O
у,O
нижньому,O
Ѧ,O
Ї,O
Ю.,O
Значення,O
цих,O
по-,O
"
",O
значок,O
наразі,O
встановити,O
складно,O
Обабіч,O
престолу,O
виконані,O
літери,O
А,O
та,O
Ꙍ,O
що,O
від-,O
"
",O
силають,O
глядача,O
до,O
рядків,O
Святого,O
Писання,O
Я,O
Альфа,O
і,O
Омега,O
говорить,O
Господь,O
"
",O
Бог,O
Той,O
Хто,O
є,O
і,O
Хто,O
був,O
і,O
Хто,O
має,O
прийти,O
Вседержитель,O
Об,O
1:8,O
"
",O
На,O
думку,O
С.,O
Висоцького,O
на,O
фресці,O
представлений,O
малюнок,O
Йордані,O
яку,O
спо-,O
"
",O
руджують,O
на,O
річці,O
під,O
час,O
хрещенських,O
свят,O
Ця,O
версія,O
дослідника,O
спиралась,O
на,O
текст,O
"
",O
напису,B-inscription
№,O
73,O
який,O
він,O
вважав,O
пов'язаним,O
з,O
малюнком,O
Однак,O
сучасні,O
дослідження,O
"
",O
графіті,B-inscription
не,O
підтвердили,O
версії,O
про,O
їх,O
спільний,O
зв'язок,O
тож,O
вірогідніше,O
що,O
невідомий,O
"
",O
автор,O
зобразив,O
на,O
фресці,O
хрест,B-inscription
на,O
престолі,O
який,O
він,O
міг,O
бачити,O
у,O
вівтарі,O
Софійського,O
"
",O
собору,O
або,O
навіть,O
у,O
тій,O
же,O
хрещальні,O
"
",O
Датування,B-inscription
Середина,O
ХІІ,O
кінець,O
ХІV,O
ст.,O
за,O
формою,O
написання,O
дзеркальної,O
"
",O
а,O
з,O
відкритою,O
петлею,O
ї,O
з,O
двома,O
крапками,O
вгорі,O
ѧ,O
з,O
верхньою,O
засічкою,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
73,O
табл,O
ХХVІІ,O
1,O
"
",O
Публікації,O
С.,O
Висоцький57,O
уточнений,O
варіант,O
прочитання,O
В.,O
Корнієнко58,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
72,O
см,O
відстань,O
від,O
лівого,O
кута,O
45,O
см,O
"
",O
Опис,B-inscription
Збереженість,O
напису,B-inscription
доволі,O
добра,O
його,O
складові,O
чітко,O
читаються,O
"
",O
олътарьпламѧн,O
|,O
ацр͠кледѧнаолъта,O
|,O
рьпогаснетъг59церкро60,O
|,O
стаѥть,O
"
",O
З,O
розбивкою,O
на,O
слова,B-inscription
текст,O
виглядає,O
таким,O
чином,O
"
",O
Олътарь,O
пламѧны,O
а,O
цркы,O
ледѧна,O
и,O
олътарь,O
погаснетъ,O
Г(осподни)и,O
церкы,O
ростаѥть,O
"
",O
Вівтар,O
полум'яний,O
а,O
церква,O
крижана,O
як,O
вівтар,O
погасне,O
Господній,O
церква,O
розтане,O
"
",O
В.,O
Німчук,O
вбачав,O
у,O
цьому,O
написі,O
силабічний,O
вірш61,O
Зважаючи,O
на,O
ритмічну,O
ор-,O
"
",O
ганізацію,O
тексту,O
таке,O
тлумачення,O
є,O
цілком,O
прийнятним,O
"
",O
С.,O
Висоцький,O
пов'язував,O
напис,B-inscription
з,O
малюнком,O
що,O
розглядався,O
вище,O
проте,O
на,O
"
",O
мою,O
думку,O
доцільніше,O
пов'язати,O
текст,O
з,O
символічним,O
описом,O
подвигу,O
Сорока,O
Се-,O
"
",O
вастійських,O
мучеників,O
зображених,O
у,O
хрещальні,O
на,O
північній,O
стіні,O
В,O
цьому,O
контексті,O
"
",O
церква,O
крижана,O
символізує,O
тіла,O
святих,O
мучеників,O
пор,O
1,O
Кор,O
6:19,O
яких,O
поставили,O
"
",O
замерзати,O
на,O
озері,O
а,O
вівтар,O
полум'яний,O
божественне,O
світло,O
яке,O
осяяло,O
з,O
неба,O
му-,O
"
",O
чеників,O
вогонь,O
Духа,O
Святого,O
який,O
запалав,O
у,O
їхніх,O
тілах,O
Натомість,O
один,O
з,O
воїнів,O
за-,O
"
",O
гасив,O
свій,O
вівтар,O
полум'яний,O
побігши,O
до,O
лазні,O
яка,O
була,O
спеціально,O
розпалена,O
на,O
"
",O
березі,O
для,O
мучеників,O
аби,O
ті,O
зріклися,O
Христа,O
"
",O
Датування,B-inscription
Середина,O
ХІІ,O
перша,O
чверть,O
ХІІІ,O
ст.,O
за,O
формою,O
написання,O
кри-,O
"
",O
волінійної,O
р,O
з,O
округлою,O
петлею,O
п,O
з,O
виступами,O
зверху,O
ь,O
з,O
високою,O
петлею,O
ы,O
та,O
ѥ,O
без,O
"
",O
перемички,O
"
",O
Категорія,O
Цитати,O
та,O
посилання,O
на,O
твори,O
книжної,O
писемності,O
"
",O
і,O
становлення,O
української,O
літератури,O
К.,O
1988,O
с,O
29–30,O
"
",O
Графіті,B-inscription
№,O
74,O
табл,O
ХХVІІ,O
2,O
"
",O
Публікації,O
С.,O
Висоцький62,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
65,O
см,O
відстань,O
від,O
лівого,O
кута,O
33,O
см,O
"
",O
Опис,B-inscription
Напис,O
виконаний,O
під,O
малюнком,O
№,O
72,O
між,O
ніжками,O
вівтаря,O
його,O
збере-,O
"
",O
женість,O
добра,O
складові,O
простежуються,O
чітко,O
"
",O
г͠помилопомоꙁ,O
|,O
помѧнданла,O
"
",O
З,O
розбивкою,O
на,O
слова,B-inscription
текст,O
виглядає,O
таким,O
чином,O
"
",O
Г(оспод)и,O
помилои,O
помози,O
помѧни,O
Данила,O
"
",O
Господи,O
помилуй,O
поможи,O
пом'яни,O
Данила,O
"
",O
Датування,B-inscription
Середина,O
ХІІ,O
остання,O
чверть,O
ХІІІ,O
ст.,O
за,O
формою,O
написання,O
дзер-,O
"
",O
кальної,O
а,O
з,O
покриттям,O
д,O
л,O
та,O
ѧ,O
з,O
покриттям,O
вертикальної,O
з,O
із,O
переломом,O
"
",O
Категорія,O
Молитовний,O
напис,B-inscription
"
",O
Графіті,B-inscription
№,O
147,O
табл,O
ХХVІІІ,O
1,O
"
",O
Публікації,O
С.,O
Висоцький63,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
57,O
см,O
відстань,O
від,O
лівого,O
кута,O
56,O
см,O
"
",O
Опис,B-inscription
Збереженість,O
напису,B-inscription
добра,O
його,O
складові,O
чітко,O
читаються,O
"
",O
г͠помъꙁрабоу,O
|,O
своѥмоугрго,O
|,O
рѥв,O
✠,O
"
",O
З,O
розбивкою,O
на,O
слова,B-inscription
текст,O
виглядає,O
таким,O
чином,O
"
",O
Г(оспод)и,O
помъзи,O
рабоу,O
своѥмоу,O
Григориеви,O
"
",O
Господи,O
поможи,O
рабу,O
своєму,O
Григорієві,O
"
",O
Датування,B-inscription
Середина,O
ХІІ,O
остання,O
чверть,O
ХІІІ,O
ст.,O
за,O
формою,O
написання,O
дзер-,O
"
",O
кальної,O
а,O
и,O
та,O
у,O
з,O
покриттям,O
б,O
та,O
в,O
з,O
виступами,O
зверху,O
и,O
та,O
ѥ,O
з,O
верхніми,O
та,O
нижніми,O
за-,O
"
",O
січками,O
м,O
з,O
верхніми,O
засічками,O
криволінійної,O
р,O
з,O
петлею,O
кутом,O
донизу,O
у,O
з,O
пересічкою64,O
"
",O
Категорія,O
Молитовний,O
напис,B-inscription
"
",O
Графіті,B-inscription
№,O
152,O
табл,O
ХХІХ,O
1,O
"
",O
Публікації,O
С.,O
Висоцький65,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
85,O
см,O
відстань,O
від,O
лівого,O
кута,O
4,O
см,O
"
",O
Опис,B-inscription
Напис,O
знаходиться,O
маже,O
біля,O
кута,O
стіни,O
де,O
в,O
стовпчик,O
було,O
виконано,O
"
",O
кілька,O
текстів,O
тому,O
це,O
графіті,B-inscription
яке,O
збереглось,O
порівняно,O
з,O
іншими,O
краще,O
було,O
відді-,O
"
",O
лено,O
горизонтальними,O
рисками,O
зверху,O
та,O
знизу,O
"
",O
преста,O
|,O
вис-,O
|,O
рабъ66бо67,O
|,O
жлазо,O
|,O
р68ъмцⷭа,O
|,O
оунѧ,O
|,O
въ6҃9дь70,O
|,O
нь71,O
"
",O
З,O
розбивкою,O
на,O
слова,B-inscription
та,O
відновленням,O
втраченого,O
фрагмента,O
текст,O
виглядає,O
"
",O
таким,O
чином,O
"
",O
Преставис[ѧ,O
рабъ,O
Божии,O
Лазоръ,O
м(ѣ)с(ѧ)ца,O
иоунѧ,O
въ,O
҃,O
дьнь,O
"
",O
Приставився,O
раб,O
Божий,O
Лазорь,O
місяця,O
червня,O
у,O
9-й,O
день,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІІ,O
початок,O
ХІІІ,O
ст.,O
за,O
формою,O
написання,O
дзер-,O
"
",O
кальної,O
а,O
з,O
опуклою,O
петлею,O
б,O
з,O
виступом,O
зверху,O
А,O
подібної,O
д,O
нахиленої,O
праворуч,O
"
",O
з,O
із,O
переломом72,O
"
",O
Категорія,O
Пам'ятний,O
напис,B-inscription
"
",O
Графіті,B-inscription
№,O
265,O
табл,O
ХХVІІІ,O
2,O
"
",O
Публікації,O
С.,O
Висоцький73,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
86,O
см,O
відстань,O
від,O
лівого,O
кута,O
16,O
см,O
"
",O
Опис,B-inscription
На,O
поверхні,O
фрески,O
подвійними,O
рисками,O
прокреслений,B-inscription
малюнок,O
чоти-,O
"
",O
риконечного,O
хреста,O
кінці,O
якого,O
розширюються,O
у,O
вигляді,O
трикутників,O
Перехрестя,O
"
",O
обведене,O
в,O
коло,O
яке,O
подібно,O
розширенням,O
прикрашене,O
штриховкою,O
Згадані,O
С.,O
Ви-,O
"
",O
соцьким,O
літери,O
обабіч,O
хреста,O
відсутні,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
430,O
табл,O
ХХХ,O
1)74,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
78,O
см,O
відстань,O
від,O
лівого,O
кута,O
"67,5",O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
чотириконечний,O
хрест,B-inscription
кінці,O
якого,O
розширю-,O
"
",O
ються,O
у,O
вигляді,O
лілій,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
431,O
табл,O
ХХІХ,O
2,O
"
",O
Публікації,O
Н.,O
Сінкевич,O
та,O
В.,O
Корнієнко75,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
113,O
см,O
відстань,O
від,O
лівого,O
кута,O
46,O
см,O
"
",O
Опис,B-inscription
Незважаючи,O
на,O
пошкодження,O
тиньку,O
складові,O
напису,B-inscription
добре,O
читаються,O
"
",O
hyc,O
fuit,O
Albertus,O
Wisensky,O
|,O
anno,O
d,O
ini,O
1582,O
"
",O
Перед,O
початком,O
першого,O
рядка,O
помітні,O
виконані,O
тим,O
же,O
автором,O
літери,O
АD,O
1,O
"
",O
тобто,O
a(nno,O
D(omini,O
1,O
року,O
Божого,O
1,O
Альберт,O
почав,O
писати,O
дату,O
свого,O
перебу-,O
"
",O
вання,O
у,O
Святій,O
Софії,O
на,O
рівні,O
першого,O
рядка,O
але,O
помітивши,O
що,O
залазить,O
на,O
основний,O
"
",O
текст,O
почав,O
писати,O
знову,O
з,O
наступного,O
рядка,O
"
",O
З,O
відновленням,O
втрачених,O
фрагментів,O
текст,O
виглядає,O
таким,O
чином,O
"
",O
Hyc,O
fuit,O
Albertus,O
Wisensky,O
anno,O
D[om]ini,O
1582,O
"
",O
Був,O
тут,O
Альберт,O
Вісенський,O
року,O
Божого,O
1582,O
"
",O
Особа,O
автора,O
наразі,O
не,O
ідентифікована,O
"
",O
Датування,B-inscription
1582,O
р,O
за,O
прямим,O
датуванням,O
"
",O
Категорія,O
Пам'ятний,O
напис,B-inscription
"
",O
Графіті,B-inscription
№,O
432,O
табл,O
ХХХ,O
2,O
"
",O
Публікації,O
В.,O
Корнієнко76,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
116,O
см,O
відстань,O
від,O
лівого,O
кута,O
64,O
см,O
"
",O
Опис,B-inscription
Збереженість,O
напису,B-inscription
добра,O
він,O
чітко,O
читається,O
як,O
ім'я,O
Мар|ко(с,O
Марк,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
початок,O
ХІV,O
ст.,O
за,O
формою,O
написання,O
прямолі-,O
"
",O
нійної,O
р,O
з,O
округлою,O
петлею,O
та,O
ІС,O
подібної,O
к,O
"
",O
Категорія,O
Підпис,O
до,O
фрескового,O
образу,O
"
",O
Графіті,B-inscription
№,O
433,O
табл,O
ХХХ,O
3,O
"
",O
Публікації,O
В.,O
Корнієнко77,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
97,O
см,O
відстань,O
від,O
лівого,O
кута,O
62,O
см,O
"
",O
Опис,B-inscription
Збереженість,O
напису,B-inscription
добра,O
його,O
складові,O
чітко,O
читаються,O
як,O
запис,B-inscription
імені,O
"
",O
Мар|кос,O
Марк,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
початок,O
ХІV,O
ст.,O
за,O
формою,O
написання,O
криволі-,O
"
",O
нійної,O
р,O
з,O
округлою,O
петлею,O
"
",O
Категорія,O
Підпис,O
до,O
фрескового,O
образу,O
"
",O
Графіті,B-inscription
№,O
434,O
табл,O
ХХХІ,O
1,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
95,O
см,O
відстань,O
від,O
лівого,O
кута,O
62,O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
простий,O
чотириконечний,O
хрест,B-inscription
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
435,O
табл,O
ХХХІ,O
2,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
61,O
см,O
відстань,O
від,O
лівого,O
кута,O
48,O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
простий,O
чотириконечний,O
хрест,B-inscription
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
436,O
табл,O
ХХХІ,O
3,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
49,O
см,O
відстань,O
від,O
лівого,O
кута,O
"9,5",O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
чотириконечний,O
хрест,B-inscription
з,O
розширеними,O
у,O
вигляді,O
"
",O
заглиблених,O
крапок,O
кінцями,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
437,O
табл,O
ХХХІ,O
4,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
19,O
см,O
відстань,O
від,O
лівого,O
кута,O
44,O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
простий,O
чотириконечний,O
хрест,B-inscription
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
438,O
табл,O
ХХХІ,O
5,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
63,O
см,O
відстань,O
від,O
лівого,O
кута,O
68,O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
чотириконечний,O
хрест,B-inscription
з,O
розширеними,O
у,O
вигляді,O
"
",O
трикутників,O
кінцями,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
439,O
табл,O
ХХХІ,O
6,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
53,O
см,O
відстань,O
від,O
лівого,O
кута,O
45,O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
малюнок,O
шестикінечної,O
хризми,O
причому,O
се-,O
"
",O
редня,O
риска,O
у,O
верхній,O
частині,O
має,O
розширення,O
у,O
вигляді,O
трикутника,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
440,O
табл,O
ХХХІІ,O
1,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
98,O
см,O
відстань,O
від,O
лівого,O
кута,O
"49,5",O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
малюнок,O
шестикінечного,O
хреста,O
що,O
склада-,O
"
",O
ється,O
зі,O
щогли,O
перекладини,O
та,O
символічної,O
таблички,O
над,O
головою,O
Ісуса,O
Христа,O
Ос-,O
"
",O
нова,O
щогли,O
спирається,O
на,O
прямокутну,O
відкриту,O
донизу,O
одноступінчасту,O
Голгофу,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
441,O
табл,O
ХХХІІ,O
2,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
99,O
см,O
відстань,O
від,O
лівого,O
кута,O
65,O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслена,O
літера,O
Ꙁ.,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
початок,O
ХІV,O
ст.,O
за,O
формою,O
написання,O
нахиленої,O
"
",O
праворуч,O
з,O
із,O
розвилкою,O
"
",O
Категорія,O
Абетки,O
склади,O
та,O
окремі,O
літери,O
"
",O
Графіті,B-inscription
№,O
442,O
табл,O
ХХХІІ,O
3,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
107,O
см,O
відстань,O
від,O
лівого,O
кута,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслені,O
літери,O
NW,O
"
",O
Датування,B-inscription
Кінець,O
ХVІ,O
кінець,O
ХVІІ,O
ст.,O
за,O
формою,O
прорізів,O
та,O
фактом,O
вжи-,O
"
",O
вання,O
латиниці,O
"
",O
Категорія,O
Абетки,O
склади,O
та,O
окремі,O
літери,O
"
",O
Графіті,B-inscription
№,O
443,O
табл,O
ХХХІІ,O
4,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
58,O
см,O
відстань,O
від,O
лівого,O
кута,O
68,O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслений,B-inscription
чотириконечний,O
хрест,B-inscription
з,O
розширеними,O
у,O
вигляді,O
"
",O
трикутників,O
кінцями,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Хрести,O
монограми,O
теонімограми,O
"
",O
Графіті,B-inscription
№,O
445,O
табл,O
ХХХІІ,O
5,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
48,O
см,O
відстань,O
від,O
лівого,O
кута,O
67,O
см,O
"
",O
Опис,B-inscription
На,O
фресці,O
прокреслені,O
чотири,O
вертикальні,O
вигнуті,O
дугою,O
риски,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХVІ,O
ст.,O
за,O
формою,O
прорізів,O
"
",O
Категорія,O
Емблеми,O
"
",O
Графіті,B-inscription
№,O
446,O
табл,O
ХХХІІІ,O
1,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
88,O
см,O
відстань,O
від,O
лівого,O
кута,O
64,O
см,O
"
",O
Опис,B-inscription
Трирядковий,O
запис,B-inscription
обчислення,O
кількості,O
проведених,O
поминальних,O
служб,O
"
",O
У,O
верхньому,O
виконані,O
літери,O
гⷡа,O
текстової,O
частини,O
та,O
шістнадцять,O
вертикальних,O
"
",O
засічок,O
рахункової,O
У,O
середньому,O
рядку,O
помітні,O
тринадцять,O
вертикальних,O
засічок,O
у,O
"
",O
нижньому,O
вісімнадцять,O
Завдяки,O
особливостям,O
скорочення,O
текстової,O
частини,O
мо-,O
"
",O
жемо,O
встановити,O
що,O
поминальні,O
служби,O
здійснювались,O
за,O
душу,O
Гавриїла,O
"
",O
Датування,B-inscription
Кінець,O
ХІ,O
кінець,O
ХІІ,O
ст.,O
за,O
формою,O
написання,O
а,O
з,O
видовженою,O
"
",O
вгору,O
спинкою,O
"
",O
Категорія,O
Запис,O
лічби,O
"
",O
Графіті,B-inscription
№,O
447,O
табл,O
ХХХІІІ,O
2,O
"
",O
Розташування,B-inscription
Висота,O
від,O
сучасної,O
підлоги,O
68,O
см,O
відстань,O
від,O
лівого,O
кута,O
64,O
см,O
"
",O
Опис,B-inscription
Трохи,O
нижче,O
простежується,O
літера,O
Н,O
та,O
знак,O
який,O
нагадує,O
не,O
зовсім,O
"
",O
вдало,O
виконану,O
Н,O
або,O
.,O
Утім,O
можлива,O
хоча,O
й,O
менш,O
вірогідна,O
її,O
ідентифікація,O
і,O
як,O
"
",O
Ф,O
з,O
незамкненими,O
в,O
нижній,O
частині,O
петлями,O
або,O
глаголичної,O
літери,O
Ⰰ.,O
"
",O
Датування,B-inscription
Друга,O
чверть,O
ХІ,O
кінець,O
ХV,O
ст.,O
за,O
формою,O
написання,O
н,O
з,O
діаго-,O
"
",O
нальною,O
перемичкою,O
"
",O
Категорія,O
Абетки,O
склади,O
та,O
окремі,O
літери,O
"
",O
Графіті,B-inscription
№,O
448,O
табл,O
